window,packet_rate,byte_rate,connection_count,avg_syn_flags,avg_duration,Label_num,packet_rate_lag1,byte_rate_lag1,packet_rate_lag2,byte_rate_lag2,packet_rate_lag3,byte_rate_lag3
2017-07-04 01:03:00,39679.010777796364,5037745.371447934,140,0.04285714285714286,12678474.307142857,0,111633.81019859013,1459528.8570482323,43803.27784018193,716945.8741693288,97193.58499128257,3807457.9281428684
2017-07-04 01:04:00,41691.957478971206,1424553.407410323,121,0.024793388429752067,8880654.123966942,0,39679.010777796364,5037745.371447934,111633.81019859013,1459528.8570482323,43803.27784018193,716945.8741693288
2017-07-04 01:05:00,66684.62582390406,14394000.440643556,181,0.022099447513812154,7693656.779005525,0,41691.957478971206,1424553.407410323,39679.010777796364,5037745.371447934,111633.81019859013,1459528.8570482323
2017-07-04 01:06:00,68514.50560946115,1173205.2869293264,196,0.1377551020408163,3893868.1275510206,0,66684.62582390406,14394000.440643556,41691.957478971206,1424553.407410323,39679.010777796364,5037745.371447934
2017-07-04 01:07:00,44152.334056903914,1070830.951544506,1066,0.013133208255159476,19794183.49155722,0,68514.50560946115,1173205.2869293264,66684.62582390406,14394000.440643556,41691.957478971206,1424553.407410323
2017-07-04 01:08:00,40800.20226109973,2183699.1709333956,1254,0.03508771929824561,9987340.110047847,0,44152.334056903914,1070830.951544506,68514.50560946115,1173205.2869293264,66684.62582390406,14394000.440643556
2017-07-04 01:09:00,66456.51786292171,919667.7421803954,1292,0.0456656346749226,11757455.691950465,0,40800.20226109973,2183699.1709333956,44152.334056903914,1070830.951544506,68514.50560946115,1173205.2869293264
2017-07-04 01:10:00,38858.3709560411,500946.15652801166,765,0.07058823529411765,10251213.45751634,0,66456.51786292171,919667.7421803954,40800.20226109973,2183699.1709333956,44152.334056903914,1070830.951544506
2017-07-04 01:11:00,64235.73894446969,3807236.1157758255,409,0.07090464547677261,5365457.1295843525,0,38858.3709560411,500946.15652801166,66456.51786292171,919667.7421803954,40800.20226109973,2183699.1709333956
2017-07-04 01:12:00,62499.36492743769,599357.5051771206,655,0.11297709923664122,15021248.561832061,0,64235.73894446969,3807236.1157758255,38858.3709560411,500946.15652801166,66456.51786292171,919667.7421803954
2017-07-04 01:13:00,25042.383153323866,683938.159326646,1088,0.021139705882352942,12414175.153492646,0,62499.36492743769,599357.5051771206,64235.73894446969,3807236.1157758255,38858.3709560411,500946.15652801166
2017-07-04 01:14:00,173605.0542315292,14961536.902068878,321,0.10903426791277258,5654394.498442368,0,25042.383153323866,683938.159326646,62499.36492743769,599357.5051771206,64235.73894446969,3807236.1157758255
2017-07-04 01:15:00,155739.6006721691,2161093.5078811883,225,0.05333333333333334,5567189.417777778,0,173605.0542315292,14961536.902068878,25042.383153323866,683938.159326646,62499.36492743769,599357.5051771206
2017-07-04 01:16:00,45493.79006082093,3627006.696783398,374,0.053475935828877004,16944094.60695187,0,155739.6006721691,2161093.5078811883,173605.0542315292,14961536.902068878,25042.383153323866,683938.159326646
2017-07-04 01:17:00,22022.961808376334,637854.691919976,713,0.016830294530154277,14175412.66058906,0,45493.79006082093,3627006.696783398,155739.6006721691,2161093.5078811883,173605.0542315292,14961536.902068878
2017-07-04 01:18:00,140714.49540454207,3920289.0202612,468,0.12393162393162394,5096222.047008547,0,22022.961808376334,637854.691919976,45493.79006082093,3627006.696783398,155739.6006721691,2161093.5078811883
2017-07-04 01:19:00,109191.51638370409,12317069.92220937,217,0.1382488479262673,5231295.456221198,0,140714.49540454207,3920289.0202612,22022.961808376334,637854.691919976,45493.79006082093,3627006.696783398
2017-07-04 01:20:00,125235.05040011738,2917835.1404766133,156,0.16666666666666666,2634329.205128205,0,109191.51638370409,12317069.92220937,140714.49540454207,3920289.0202612,22022.961808376334,637854.691919976
2017-07-04 01:21:00,52460.57074318156,1665976.9699580339,764,0.051047120418848166,15035612.917539267,0,125235.05040011738,2917835.1404766133,109191.51638370409,12317069.92220937,140714.49540454207,3920289.0202612
2017-07-04 01:22:00,22579.95490574808,943089.2683390264,125,0.032,5308492.232,0,52460.57074318156,1665976.9699580339,125235.05040011738,2917835.1404766133,109191.51638370409,12317069.92220937
2017-07-04 01:23:00,124189.23901248263,5812237.865188351,410,0.05365853658536585,9031784.675609756,0,22579.95490574808,943089.2683390264,52460.57074318156,1665976.9699580339,125235.05040011738,2917835.1404766133
2017-07-04 01:24:00,42312.84433551697,3097170.17424479,415,0.04578313253012048,11489737.426506024,0,124189.23901248263,5812237.865188351,22579.95490574808,943089.2683390264,52460.57074318156,1665976.9699580339
2017-07-04 01:25:00,134091.52395338388,2621148.653258999,2400,0.10541666666666667,5109374.793333333,0,42312.84433551697,3097170.17424479,124189.23901248263,5812237.865188351,22579.95490574808,943089.2683390264
2017-07-04 01:26:00,101611.51412016776,1075878.407428979,285,0.08421052631578947,5237857.771929825,0,134091.52395338388,2621148.653258999,42312.84433551697,3097170.17424479,124189.23901248263,5812237.865188351
2017-07-04 01:27:00,53868.055303698726,1007201.4091449395,396,0.11363636363636363,6910401.593434343,0,101611.51412016776,1075878.407428979,134091.52395338388,2621148.653258999,42312.84433551697,3097170.17424479
2017-07-04 01:28:00,50078.550824273334,1989487.5368292516,800,0.045,13897873.18625,0,53868.055303698726,1007201.4091449395,101611.51412016776,1075878.407428979,134091.52395338388,2621148.653258999
2017-07-04 01:29:00,46557.07893862286,1148430.9016459591,714,0.04201680672268908,7469213.659663865,0,50078.550824273334,1989487.5368292516,53868.055303698726,1007201.4091449395,101611.51412016776,1075878.407428979
2017-07-04 01:30:00,88223.27703864253,4142178.74387927,593,0.047217537942664416,5984145.799325463,0,46557.07893862286,1148430.9016459591,50078.550824273334,1989487.5368292516,53868.055303698726,1007201.4091449395
2017-07-04 01:31:00,48499.88029911448,760357.9478225737,245,0.0653061224489796,13630549.01632653,0,88223.27703864253,4142178.74387927,46557.07893862286,1148430.9016459591,50078.550824273334,1989487.5368292516
2017-07-04 01:32:00,43184.63115073181,4359882.808833767,788,0.03553299492385787,17551846.729695432,0,48499.88029911448,760357.9478225737,88223.27703864253,4142178.74387927,46557.07893862286,1148430.9016459591
2017-07-04 01:33:00,28996.774628117328,705398.3982383043,1537,0.014313597918022121,10668813.767078726,0,43184.63115073181,4359882.808833767,48499.88029911448,760357.9478225737,88223.27703864253,4142178.74387927
2017-07-04 01:34:00,157897.8605258476,5867826.15709114,267,0.1348314606741573,3652845.7490636706,0,28996.774628117328,705398.3982383043,43184.63115073181,4359882.808833767,48499.88029911448,760357.9478225737
2017-07-04 01:35:00,125557.32996540627,4952057.544384989,288,0.08680555555555555,4494690.618055556,0,157897.8605258476,5867826.15709114,28996.774628117328,705398.3982383043,43184.63115073181,4359882.808833767
2017-07-04 01:36:00,34296.152436706594,319270.1163226628,861,0.04878048780487805,12403593.070847852,0,125557.32996540627,4952057.544384989,157897.8605258476,5867826.15709114,28996.774628117328,705398.3982383043
2017-07-04 01:37:00,63799.492045352104,9612848.515178652,143,0.13286713286713286,5355725.48951049,0,34296.152436706594,319270.1163226628,125557.32996540627,4952057.544384989,157897.8605258476,5867826.15709114
2017-07-04 01:38:00,41644.9740989825,732739.9350285803,710,0.04788732394366197,13032218.373239437,0,63799.492045352104,9612848.515178652,34296.152436706594,319270.1163226628,125557.32996540627,4952057.544384989
2017-07-04 01:39:00,46533.79598111171,1199738.8502293285,919,0.046789989118607184,8555991.16539717,0,41644.9740989825,732739.9350285803,63799.492045352104,9612848.515178652,34296.152436706594,319270.1163226628
2017-07-04 01:40:00,63386.35829503132,861431.0520127473,420,0.04047619047619048,13126760.523809524,0,46533.79598111171,1199738.8502293285,41644.9740989825,732739.9350285803,63799.492045352104,9612848.515178652
2017-07-04 01:41:00,119479.41967349578,4565881.440573161,726,0.11432506887052342,3451438.4228650136,0,63386.35829503132,861431.0520127473,46533.79598111171,1199738.8502293285,41644.9740989825,732739.9350285803
2017-07-04 01:42:00,105423.71342021604,4850547.996126252,273,0.10622710622710622,2569817.1025641025,0,119479.41967349578,4565881.440573161,63386.35829503132,861431.0520127473,46533.79598111171,1199738.8502293285
2017-07-04 01:43:00,27166.38140584594,1052326.7070813377,996,0.028112449799196786,10829821.275100403,0,105423.71342021604,4850547.996126252,119479.41967349578,4565881.440573161,63386.35829503132,861431.0520127473
2017-07-04 01:44:00,44338.1191235844,3163158.376878807,513,0.04093567251461988,2456136.89668616,0,27166.38140584594,1052326.7070813377,105423.71342021604,4850547.996126252,119479.41967349578,4565881.440573161
